method,level,episodes,success_rate,avg_progress,avg_reward
random,flat_empty,30,1.0,1.0,58.640000000000036
random,late_spike,30,0.9666666666666667,0.9880664652567976,55.28599798590137
random,mixed_spikes,30,0.13333333333333333,0.5860792902066486,-10.53154043126684
random,one_spike,30,0.5333333333333333,0.7626245019920318,21.39924501992032
random,two_spikes,30,0.8666666666666667,0.9511454753722796,47.73345475372282
